Merging of XML documents,computer science,database,data mining
Diversity Networks,computer science,artificial intelligence,pattern recognition
Computing Sentiment Polarity of Opinion WHY Type Question for Intention Mining of Questioners in Question Answering Systems.,NA,NA,NA
HVSM : A new sequential pattern mining algorithm using bitmap representation,computer science,algorithm,data mining
"Fast, Quality, Segmentation of Large Volumes : Isoperimetric Distance Trees",mathematics,algorithm,mathematical optimization
Near-extreme system condition and near-extreme remaining useful time for a group of products,engineering,reliability engineering,particle filter
A novel membership cloud model‐based trust evaluation model for vehicular ad hoc network of T‐CPS,NA,NA,NA
A popularity-aware cost-effective replication scheme for high data durability in cloud storage,computer science,data mining,computer data storage
Support Vector Machine Tree Based on Feature Selection,computer science,artificial intelligence,machine learning
Properties of Contact Lubricant under Elevated Temperature for Thin Gold Plated Surface,NA,NA,NA
Device and System Development of General Purpose Digital Vision Chip,computer science,embedded system,very large scale integration
Dynamic Poisson Factor Analysis,computer science,artificial intelligence,statistics
Fast FPT-algorithms for cleaning grids,mathematics,algorithm,discrete mathematics
Multiresolution Compressive Sensing algorithm to detect off-grid direction of arrival,NA,NA,NA
Collaborative content creation with the OpenUIX Framework,computer science,human computer interaction,multimedia
Scalable In-Situ Exploration over Raw Data.,NA,NA,NA
Mining Summaries for Knowledge Graph Search,computer science,artificial intelligence,data mining
HVS based Robust Image Watermarking Scheme using Slant Transform,mathematics,artificial intelligence,computer vision
Analysis of Correlation Dimension of P300 by Stimulation of Auditory Sense,NA,NA,NA
Nodes' organization mechanisms on Campus Grid Services Environment,computer science,distributed computing,computer network
Spatial/temporal motion consistency based MERGE mode early decision for HEVC ☆,NA,NA,NA
Robot Electronics System.,NA,NA,NA
PAPR reduction in OFDM system using segment replacement strategy-based genetic algorithm,engineering,operations management,theoretical computer science
Bubble Cloud: Projection of an Image onto a Bubble Cluster.,computer science,computer hardware,cloud computing
Real-Time Upper Body Detection and 3D Pose Estimation in Monoscopic Images,computer science,artificial intelligence,computer vision
Delay-constrained survivable multicast routing problem on WDM networks for node failure case,computer science,distributed computing,real time computing
Multi-domain Alias Matching Using Machine Learning,computer science,data mining,feature extraction
Directed Edge Recommender System,computer science,data mining,information retrieval
"Advanced Protein Alignments Based on Sequence, Structure and Hydropathy Profiles; The Paradigm of the Viral Polymerase Enzyme",mathematics,bioinformatics,protein structure
On-line Identification of Furnace Parameters for Coal-Fired Boiler Control.,engineering,control engineering,kalman filter
Deep Dependency Graph Conversion in English.,computer science,knowledge management,theoretical computer science
Adaptive Time Series Forecasting of Energy Consumption Using Optimized Cluster Analysis,computer science,artificial intelligence,data mining
Motion-compensated coding of 3D animation models,computer science,artificial intelligence,computer vision
A note on support recovery of sparse signals using linear programming,mathematics,artificial intelligence,mathematical optimization
Linear Dynamic Network Reconstruction from Heterogeneous Datasets.,computer science,artificial intelligence,mathematical optimization
Adaptive Radio Unit Selection and Load Balancing in the Downlink of Fog Radio Access Network,computer science,real time computing,computer network
A New Approach of Matrix Factorization and Its Application in Recommender Systems,mathematics,artificial intelligence,mathematical optimization
Comparison of hill-climbing and genetic algorithms for digital predistortion models sizing,NA,NA,NA
Modeling Time Lags in Citation Networks,computer science,artificial intelligence,data mining
Traffic Management Genetic Algorithm Supporting Data Mining and QoS in Sensor Networks,computer science,data mining,wireless sensor network
Radar and Camera Data Association Algorithm for Sensor Fusion,mathematics,artificial intelligence,computer vision
Control Strategies for Self-Adaptive Software Systems,computer science,distributed computing,software development
Internet Path Stability: Exploring the Impact of MPLS Deployment,computer science,computer network,the internet
"Detecting fraud, corruption, and collusion in international development contracts: The design of a proof-of-concept automated system",computer science,data mining,developing country
Toward Extreme-Scale Processor Chips,computer science,distributed computing,real time computing
Intelligent Nadaboost-ELM Modeling Method for Formation Drillability Using Well Logging Data,NA,NA,NA
Mutually enhancing test generation and specification inference,computer science,real time computing,finite state machine
The theory of bond graphs in distributed systems and simulations,mathematics,distributed computing,mathematical optimization
Document classification through image-based character embedding and wildcard training,computer science,artificial intelligence,pattern recognition
Fine-grained power analysis of emerging graph processing workloads for cloud operations management,computer science,data mining,real time computing
ReqVidA - Requirements Video Analyzer.,computer science,software engineering,spectrum analyzer
Network Traffic Flow Separation and Control Through a Hybrid ICA-Fuzzy Adaptive Algorithm,computer science,artificial intelligence,machine learning
Long-transition analysis for post shot-boundary detection.,computer science,artificial intelligence,computer vision
Restoration of compressed video using temporal information.,computer science,artificial intelligence,computer vision
Geometric Imaging for Subsurface Salt Bodies.,NA,NA,NA
Monadic Second-Order Unification is NP-complete,mathematics,algorithm,discrete mathematics
Implementation of enhanced forward pointer-based mobility management scheme for handling internet and intranet traffic in wireless mesh network,computer science,computer network,mesh networking
"Development and Motion Control of the All-Direction Steering-Type Mobile Robot (2nd Report: Principle, Control Methods and Experiments on Steering of the Robot)",NA,NA,NA
Improvement in the Permeability Characteristics of Injection Mold Fabricated by Additive Manufacturing and Irradiated by Electron Beams,engineering,composite material,forensic engineering
Deterministic Indexing for Packed Strings,mathematics,discrete mathematics,combinatorics
Dynamic glyphs - depicting dynamics in images of 3D scenes,computer science,artificial intelligence,computer vision
Principles of robotics: regulating robots in the real world,computer science,artificial intelligence,software
Centralized Mobile Users Assignment Strategies for Energy Management in Het-LTE Networks,computer science,distributed computing,computer network
A vehicular collision warning algorithm based on the time-to-collision estimation under connected environment,NA,NA,NA
Scalable Online-Offline Stream Clustering in Apache Spark,computer science,data mining,data science
ForeGraph: Exploring Large-scale Graph Processing on Multi-FPGA Architecture,computer science,distributed computing,parallel computing
Extending compositional message sequence graphs,computer science,distributed computing,discrete mathematics
A rotation-invariant secure image watermarking algorithm incorporating steerable pyramid transform,mathematics,algorithm,artificial intelligence
A generator of test data set for tactical moving objects based on velocity,computer science,simulation,search engine
Obituary of Paul Franke.,NA,NA,NA
What if houses were powered by milk,NA,NA,NA
Hash Division Multiple Access,computer science,real time computing,computer network
College Student Scholarships and Subsidies Granting: A Multi-modal Multi-label Approach,political science,library science,management science
"Software-Defined, WiFi and BLE Compliant Back-Channel for Ultra-Low Power Wireless Communication",computer science,computer network,wireless
Design of Network Aware Resource Allocation System for Grid Applications,NA,NA,NA
Geometry-driven quantization for omnidirectional image coding,mathematics,artificial intelligence,computer vision
Distributed games and distributed control for asynchronous systems,computer science,distributed computing,game theory
An unsupervised approach for overlapping cervical cell cytoplasm segmentation,computer science,artificial intelligence,pattern recognition
Tracking faces of arbitrary views for video annotation.,computer science,artificial intelligence,computer vision
An adaptive E-commerce personalization framework with application in E-banking,computer science,data mining,the internet
Fractional-order PIλDμ controller design,mathematics,control theory,pid controller
A Novel Method for Assessing Event Impacts on Event-Driven Time Series,computer science,artificial intelligence,data mining
Does Weather Matter?: Causal Analysis of TV Logs,computer science,data mining,causality
Adaptive response surface modeling-based method for analog circuit sizing,computer science,mathematical optimization,electronic engineering
A optimized context-based adaptive binary arithmetic coding algorithm in progressive H.264 encoder.,NA,NA,NA
Bounded Fixed-Point Definability and Tabular Recognition of Languages.,NA,NA,NA
Using Preferences over Sources of Information in Argumentation-Based Reasoning,computer science,knowledge management,operator
Challenges and opportunities: from big data to knowledge in AI 2.0,NA,NA,NA
Tinkering Under the Hood: Interactive Zero-Shot Learning with Net Surgery,computer science,surgery,artificial intelligence
Quantifying the Effect of Disruptions to Temporal Coherence on the Intelligibility of Compressed American Sign Language Video,computer science,artificial intelligence,computer vision
Circuit level modeling and simulation of mixed-technology systems,computer science,computer architecture,electronic engineering
Power-smart system-on-chip architecture for embedded cryptosystems,computer science,real time computing,control system
Mixed Reality Extended TV,computer science,artificial intelligence,computer vision
Score Look-Alike Audiences,computer science,artificial intelligence,data mining
The geometric lattice of embedded subsets,NA,NA,NA
On Using SDN in 5G: The Controller Placement Problem,computer science,distributed computing,computer network
alpha-Decomposition of polygons.,computer science,mathematical optimization,polygon
Mining and analysing one billion requests to linguistic services,computer science,data mining,world wide web
Color Retinal Image Coding Based on Entropy-Constrained Vector Quantization,NA,NA,NA
Fixed-time synchronization of a class of second-order nonlinear multi-agent systems,engineering,distributed computing,data science
System design and maintenance modelling for safety in extended life operation,engineering,reliability engineering,systems design
Mining Medical Causality for Diagnosis Assistance,NA,NA,NA
Preface: Mechanics: The well-spring of mathematics (volume 1),mathematics,mathematical analysis,applied mathematics
Feature Selection in Environments with Limited Voluntary Information Sharing,political science,data mining,knowledge management
Robust Frequency-Domain Equalization for Single-Carrier Broadband MIMO Systems,engineering,simulation,electronic engineering
You're the Camera!: Physical Movements For Transitioning Between Environments in VR.,NA,NA,NA
Notification Mechanisms In Second-Screen Scenarios - Towards a Balanced User Experience,computer science,human computer interaction,multimedia
User Acceptance Factors for Anonymous Credentials: An Empirical Investigation.,business,knowledge management,internet privacy
Fusion Approaches of Feature Selection Algorithms for Classification Problems,engineering,data mining,information retrieval
Design of an OGSA-based MetaService architecture,computer science,distributed computing,architecture
Eliminating redundancy in higher-order unification : A lightweight approach,computer science,algorithm,theoretical computer science
Fundamental limitations of phase noise on FMCW radar precision,computer science,electronic engineering,radar
Info-Clustering: An Efficient Algorithm by Network Information Flow,NA,NA,NA
Knowledge Architecture for Organisations,computer science,data mining,knowledge management
Applying the SNOMED CT Concept Model to Represent Value Sets for Head and Neck Cancer Documentation.,NA,NA,NA
Word embeddings for Arabic sentiment analysis,computer science,artificial intelligence,natural language processing
Semantic Addressable Encoding,computer science,artificial intelligence,natural language processing
Approximating the Orthogonal Knapsack Problem for Hypercubes,mathematics,discrete mathematics,combinatorics
Mobile Technology for Students & Adults with Autistic Spectrum Disorders (ASD),computer science,multimedia,information and communications technology
The playful newsroom: Iterating and reiterating the news and its publics.,sociology,multimedia,advertising
Analysing Political Opinions Using Redescription Mining,computer science,data mining,politics
GA-Based Q-CMAC Applied to Airship Evasion Problem,NA,NA,NA
A secure anonymous password-based authentication protocol with control of authentication numbers,computer science,computer security,authentication protocol
Probabilistic Modeling of Tolerance-Based Social Network Interaction,computer science,artificial intelligence,machine learning
BathDrum2: Percussion Instruments on a Bathtub Edge with Low-Latency Tap Tone Identification.,computer science,real time computing,speech recognition
Computing fuzzy answer sets using DLVHEX,computer science,algorithm,fuzzy logic
Secure Network in Business-to-Business application by using Access Control List (ACL) and Service Level Agreement (SLA),NA,NA,NA
Analysis and Optimization of Big-Data Stream Processing,computer science,distributed computing,real time computing
Real-time simplified edge detector architecture for 3D-HEVC depth maps coding,computer science,electronic engineering,algorithm design
Context Awareness with Ambient FM Signal Using Multi-Domain Features,computer science,artificial intelligence,real time computing
"Indoor and Outdoor 5G Diffraction Measurements and Models at 10, 20, and 26 GHz",computer science,real time computing,telecommunications
Latch-free Synchronization in Database Systems: Silver Bullet or Fool's Gold?,NA,NA,NA
Physical Topology Design of Optical Networks Aided by Many-Objective Optimization Algorithms,engineering,theoretical computer science,management science
Kissenger: Development of a Remote Kissing Device for Affective Communication.,computer science,human computer interaction,multimedia
Combining type theory and untyped set theory,mathematics,algorithm,discrete mathematics
On the local convergence of a Newton–Kurchatov-type method for non-differentiable operators ☆,NA,NA,NA
A Deep Learning Approach for Network Intrusion Detection System.,computer science,artificial intelligence,computer security
Multiple Methods and Multiple Paradigms for Digital Government Research: Understanding the Promises and Challenges,computer science,systems engineering,management science
A data extraction and debugging framework for large-scale MPSoCs,computer science,computer architecture,parallel computing
Mass Collaboration in Software Product Development Between Developers and Users: Champion as Emergent Role.,NA,NA,NA
An Energy-Aware Embedding Algorithm for Virtual Data Centers.,computer science,algorithm,distributed computing
A model for data integration in open and linked databases with the use of ontologies,computer science,database,data mining
Vehicle dynamics and road geometry estimation using a Takagi-Sugeno fuzzy observer with unknown inputs,engineering,control theory,control engineering
RFID Localisation For Internet Of Things Smart Homes: A Survey,computer science,computer network,computer security
A lighting independent vision based system for driver assistance,computer science,artificial intelligence,computer vision
Neural network based on parametrically-pumped oscillators,computer science,control engineering,electronic engineering
Deadline and energy aware dynamic task mapping and scheduling for Network-on-Chip based multi-core platform,computer science,distributed computing,real time computing
Research for practice: distributed transactions and networks as physical sensors,computer science,data mining,distributed transaction
Shedding Light on Participation in Open Government Arenas: Determinants of Platform Activity of Web and App Users,computer science,knowledge management,public relations
Neural Networks for Optimization Problem with Nonlinear Constraints,NA,NA,NA
A Batch Normalization Free Binarized Convolutional Deep Neural Network on an FPGA (Abstract Only),computer science,real time computing,parallel computing
"Automated, on-board terrain analysis for precision landings.",computer science,artificial intelligence,computer vision
Separation of Convolutive Mixtures with Hybrid Sources,NA,NA,NA
Automaticity of phonological and semantic processing during visual word recognition,computer science,cognitive psychology,communication
A fact-oriented approach to business rules,computer science,data mining,data model
Financial Data Analysis with PGMs Using AMIDST,computer science,artificial intelligence,data mining
Automated analysis of AODV using UPPAAL,computer science,computer network,theoretical computer science
An efficient multi-agent system combining POS-taggers for arabic texts,computer science,artificial intelligence,natural language processing
Sequential Data Fusion of GNSS Pseudoranges and Dopplers With Map-Based Vision Systems,geography,artificial intelligence,computer vision
Model-driven deployment and management of workflows on analytics frameworks,computer science,data mining,management science
Three-dimensional animated face modeling from stereo video.,computer science,artificial intelligence,computer vision
Challenges in the verification of electronic control units,NA,NA,NA
Implementing Game Mechanics with GoF Design Patterns,computer science,artificial intelligence,data mining
An Agent Model for Computational Analysis of Mirroring Dysfunctioning in Autism Spectrum Disorders,computer science,artificial intelligence,machine learning
A Hierarchical Game Approach for Visible Light Communication and D2D Heterogeneous Network,computer science,computer network,quality of service
A Tight Analysis of Most-Requested-First for On-Demand Data Broadcast,computer science,discrete mathematics,upper and lower bounds
Structural study of the development of ocularity domains using a neural network model,NA,NA,NA
Facial Expression Recognition using joint Multi-Resolution Multi-Area ULBP Representation,computer science,artificial intelligence,pattern recognition
Quantization-based image authentication scheme using QR error correction,computer science,artificial intelligence,pattern recognition
Rate allocation and buffer management for proportional service differentiation in location-aided ad hoc networks,computer science,distributed computing,real time computing
About the Uncertainties in Model Design and Their Effects: An Illustration with a Land-Use Model,mathematics,social psychology,management science
A study on soft-out of soft-in/soft-out decoding algorithms for binary linear codes,computer science,algorithm,discrete mathematics
Spatial Modulation for V2V and V2I Communications in a Multiple Scattering Environment,computer science,real time computing,telecommunications
Per Packet Value: A Practical Concept for Network Resource Sharing,computer science,distributed computing,real time computing
Learning Effective Intrinsic Features to Boost 3D-Based Face Recognition,computer science,artificial intelligence,computer vision
Efficient QoS control for 3G mobile multimedia applications.,NA,NA,NA
Micro-Walking Robot Driven by Flexible Microactuator,engineering,control engineering,robot
Robust tie-point registration of disparate imaging sensors by matching optical flow.,computer science,artificial intelligence,computer vision
Proposal of New Index for Describing Node Centralities Based on Oscillation Dynamics on Network,mathematics,distributed computing,computer network
3D-HEVC depth maps intra prediction complexity analysis,computer science,artificial intelligence,machine learning
Sensor-Based Traffic Rules for Multiple Automata Based on a Geometric Deadlock-Free Characteristic,computer science,theoretical computer science,deadlock
Team-Optimal Distributed MMSE Estimation in General and Tree Networks,computer science,artificial intelligence,mathematical optimization
Identifying Nontechnical Power Loss via Spatial and Temporal Deep Learning,computer science,artificial intelligence,pattern recognition
Parsimony is hard to beat,computer science,algorithm,artificial intelligence
BaNHFaP: A Bayesian Network Based Failure Prediction Approach for Hard Disk Drives,engineering,data mining,data science
Block Sparse Signal Reconstruction Using Block-Sparse Adaptive Filtering Algorithms,NA,NA,NA
Time-Varying Weighted Optimal Empirical Mode Decomposition Using Multiple Sets of Basis Functions,NA,NA,NA
Counting d-Dimensional Polycubes and Nonrectangular Planar Polyominoes,mathematics,discrete mathematics,combinatorics
On non-self-referential fragments of modal logics,mathematics,mathematical analysis,discrete mathematics
The Development of a Direct Drive Master Arm.,computer science,control engineering,impedance control
A proposal of a privacy-preserving questionnaire by non-deterministic information and its analysis,computer science,data mining,information retrieval
Keeping Apace with Progress in Natural Language Processing,computer science,artificial intelligence,natural language processing
TeenySec: a new data link layer security protocol for WSNs,NA,NA,NA
Preferential Structures for Comparative Probabilistic Reasoning,computer science,artificial intelligence,machine learning
Evolutionary continuous optimization by distribution estimation with variational Bayesian independent component analyzers mixture model,mathematics,mathematical optimization,gaussian process
MVP: An Efficient Anonymous E-Voting Protocol,computer science,computer network,the internet
HoVerTable PONG: Playing Face-to-face Game on Horizontal Tabletop with Moving Vertical Mid-air Image.,computer science,artificial intelligence,computer vision
Optimum array filters for array data signal processing,mathematics,electronic engineering,signal processing
Experimental evaluation of an ontology-driven enterprise modeling language,computer science,management science,ontology
A closed-form solution to implement interference alignment and cancellation scheme for the MIMO three-user X-channel model,mathematics,control theory,computational complexity theory
DelayRadar: A multivariate predictive model for transit systems,computer science,simulation,statistical model
taDOM: A tailored synchronization concept with tunable lock granularity for the DOM API,computer science,database,data model
Interactive simulation of large-scale forests in virtual reality applications,NA,NA,NA
New Constructions of Mechanisms with Verification,mathematics,distributed computing,discrete mathematics
Full-Scale Visualization of a Person on a Movable Transparent Screen,computer science,artificial intelligence,computer vision
Determining feature extractors for unsupervised learning on satellite images,computer science,artificial intelligence,data mining
Energy-Incentive Cooperative Transmission for Wireless Ad Hoc Networks,computer science,computer network,wireless ad hoc network
Bitcoin Private Key Locked Transactions.,mathematics,distributed computing,discrete mathematics
Self-Adaptation of Activity Recognition Systems to New Sensors,computer science,artificial intelligence,pattern recognition
Boldio: A hybrid and resilient burst-buffer over lustre for accelerating big data I/O,computer science,parallel computing,input output
Hybrid Peer-to-peer Streaming System for Mobile Peers with Transcoding.,computer science,real time computing,computer network
Templates as heuristics for proving properties of medical devices,computer science,theoretical computer science,heuristics
Research on the big data system of massive open online course,computer science,world wide web,science technology and society
Optimized Energy Procurement for Cellular Networks with Uncertain Renewable Energy Generation,computer science,real time computing,mathematical optimization
Software visualization tools and techniques: A systematic review of the literature,NA,NA,NA
Comp.specification.z and Z FORUM frequently asked questions,NA,NA,NA
Quality-Time Tradeoffs in Component-Specific Mapping: How to Train Your Dynamically Reconfigurable Array of Gates with Outrageous Network-delays,computer science,real time computing,parallel computing
Perceptions of the Effect of Fragmented Attention on Mobile Web Search Tasks,computer science,multimedia,simulation
Privacy Protection Scheme for eHealth Systems: A Stochastic Geometry Approach,engineering,data mining,science technology and society
Building Diversified Multiple Trees for Classification in High Dimensional Noise Data.,NA,NA,NA
Reconstruction of signals after filtering and sampling rate reduction,mathematics,mathematical optimization,control theory
Temporal context lie detection and generation,NA,NA,NA
A Voronoi Diagram Based Classifier for Multiclass Imbalanced Data Sets,computer science,data mining,search engine
Dedicated RF Power Transfer for Wirelessly-Powered Wearable Medical Sensors,computer science,real time computing,wireless sensor network
Visual tools and examples to support active E-learning and motivation with performance evaluation,computer science,simulation,the internet
SRT — A computational tool for restructuring Java software,NA,NA,NA
High-performance design of apache spark with RDMA and its benefits on various workloads,computer science,data mining,operating system
Static analysis of string manipulations in critical embedded C programs,computer science,real time computing,parallel computing
Processing Satellite Imagery to Detect and Identify Non-collaborative Vessels.,computer science,artificial intelligence,computer vision
Formalization of Reed-Solomon codes and progress report on formalization of LDPC codes,computer science,discrete mathematics,theoretical computer science
Leader-following consensus for heterogeneous multi-agent systems with bounded communication delays,NA,NA,NA
A 27 mV output ripple 92% efficiency buck converter using a multi-bit delta-sigma modulator controller and segmented output switch in 180 nm CMOS,computer science,control theory,control engineering
An UEP scheme for optimal rate allocation of CCSDS LDPC codes,NA,NA,NA
Scalable genomics: From raw data to aligned reads on Apache YARN,computer science,bioinformatics,robustness
"Integrated-Circuit Approaches to THz Communications: Challenges, Advances, and Future Prospects",mathematics,computer engineering,theoretical computer science
"Mie University, Faculty of Engineering, Hori Research Laboratory",NA,NA,NA
A recursion combinator for nominal datatypes implemented in isabelle/HOL,computer science,algorithm,lambda calculus
lexiDB: A scalable corpus database management system,computer science,database,data mining
User Model-Based Intent-Aware Metrics for Multilingual Search Evaluation.,NA,NA,NA
Reliable Medical Diagnosis from Crowdsourcing: Discover Trustworthy Answers from Non-Experts,computer science,data mining,information retrieval
3D visual surface reconstruction based on wavelet decomposition and fractal interpolation.,mathematics,artificial intelligence,computer vision
Engineering E-Collaboration Processes to Obtain Innovative End-User Feedback on Advanced Web-Based Information Systems,computer science,knowledge management,human computer interaction
Lexicon Knowledge Extraction with Sentiment Polarity Computation,computer science,information retrieval,search engine
Comparing parallelization of an ACO : Message passing vs. shared memory,computer science,parallel computing,combinatorial optimization
Wireless sensor network protocol property validation through the system's simulation in a dedicated framework,NA,NA,NA
Ben-ware: Identifying Anomalous Human Behaviour in Heterogeneous Systems Using Beneficial Intelligent Software.,engineering,human computer interaction,software
Correlation Alignment for Unsupervised Domain Adaptation,computer science,artificial intelligence,pattern recognition
Application of Fluency Theory to Analysis of Event-Related Potentials,NA,NA,NA
Optimally-smooth adaptive boosting and application to agnostic learning,mathematics,artificial intelligence,pattern recognition
A Hybrid Both Filter and Wrapper Feature Selection Method for Microarray Classification.,mathematics,artificial intelligence,pattern recognition
Chaotic Evolutionary Parallel Computation on Intelligent Agents,computer science,distributed computing,theoretical computer science
An Edge Detection Approach to Wideband Temporal Spectrum Sensing,computer science,real time computing,signal to noise ratio
Refinement Method of Post-processing and Training for Improvement of Automated Text Classification,computer science,data mining,fault tolerance
A PTAS for the Geometric Connected Facility Location Problem,mathematics,discrete mathematics,combinatorics
Sequential Match Network: A New Architecture for Multi-turn Response Selection in Retrieval-based Chatbots,NA,NA,NA
Predicting Process Behaviour using Deep Learning,computer science,artificial intelligence,machine learning
New Design Methodology for RCC Using Elastomer Shear Pads.,engineering,structural engineering,shear
Development of a Laser Range Sensor for a Mobile Robot.,NA,NA,NA
Molecular Dynamics Simulation of Nanoscopic Couette Flow and Lubricated Nanoindentation,computer science,distributed computing,computational physics
Retrieving NASA problem reports with natural language,computer science,artificial intelligence,distributed computing
Static force field representation of environments based on agents’ nonlinear motions,computer science,artificial intelligence,computer vision
Bipartite grammar-based representations of large sparse binary matrices: Framework and transforms,mathematics,discrete mathematics,combinatorics
Classifying kinase conformations using a machine learning approach,biology,bioinformatics,cell biology
Joint Channel Estimation and Decoding for FTNS in Frequency-Selective Fading Channels,mathematics,real time computing,mathematical optimization
An automatic and patient-specific algorithm to design the optimal insertion direction of pedicle screws for spine surgery templates,mathematics,surgery,algorithm
A Novel Interest Flooding Attacks Detection and Countermeasure Scheme in NDN,computer science,computer network,computer security
Embedded video compression with error resilience and error concealment.,computer science,theoretical computer science,data compression
A Compact MIMO Antenna System Using Split-Ring Resonator Antennas,computer science,computer network,telecommunications
Walking Microrobot Mechanism with an Exoskeleton,engineering,control engineering,exoskeleton
Talk it up or play it down? (Un)expected correlations between (de-)emphasis and recurrence of discussion points in consequential U.S. economic policy meetings.,NA,NA,NA
Does Document Relevance Affect the Searcher's Perception of Time?,NA,NA,NA
Validation of a Quantifier-Based Fuzzy Classification System for Breast Cancer Patients on External Independent Cohorts,computer science,artificial intelligence,pattern recognition
Higher Order Context Transformations,mathematics,discrete mathematics,limiting factor
Quantitative thickness prediction of tectonically deformed coal using Extreme Learning Machine and Principal Component Analysis: a case study,NA,NA,NA
"JML's Rich, Inherited Specifications for Behavioral Subtypes",NA,NA,NA
Influence of Network Mixing on Interdependent Security: Local Analysis,computer science,computer network,telecommunications network
Intelligent Reports for Group Decision Support Systems.,engineering,engineering management,science technology and society
Rethinking AI Magazine.,engineering,artificial intelligence,magazine
On normalized belief of Gaussian BP in correlated large MIMO channels,mathematics,telecommunications,control theory
A Modeling and Similarity Measure Function for Multiple Trajectories in Moving Databases,NA,NA,NA
Measuring activities and values of industrial clusters based on job opportunity data collected from an internet Japanese job matching site,computer science,data mining,seasonality
A new criterion for nonlinearity of block ciphers,mathematics,discrete mathematics,combinatorics
Client-Based Control Channel Analysis for Connectivity Estimation in LTE Networks,computer science,real time computing,computer network
Mortality prediction of ICU patients using lab test data by feature vector compaction & classification,computer science,data mining,search engine
Public Key Encryption with Equality Test in the Standard Model.,mathematics,computer security,internet privacy
Feasibility Study of Fault Diagnostics Using Multiple Neural Networks.,NA,NA,NA
Control of Micro-Manipulator (Basic Characteristics of Micro-Gripper and a Method of Bilateral Control).,NA,NA,NA
Hybrid estimation of distribution algorithm for multiobjective Knapsack problem,mathematics,mathematical optimization,cluster analysis
Cost minimization for deadline-constrained bag-of-tasks applications in federated hybrid clouds,computer science,distributed computing,real time computing
SmartCache: Application layer caching to improve performance of large-scale memory mapping,NA,NA,NA
New design of RF-DC rectifier circuit for radio frequency energy harvesting,NA,NA,NA
Branch-and-price and adaptive large neighborhood search for the truck and trailer routing problem with time windows,mathematics,mathematical optimization,search algorithm
Assembling genomes on large-scale parallel computers,computer science,bioinformatics,parallel computing
TSmap3D: Browser visualization of high dimensional time series data,computer science,data mining,software
Faults Investigation of Transformer Windings Using the Frequency Response Analysis FRA,computer science,artificial intelligence,machine learning
Erratum to: Integrating mean and variance heterogeneities to identify differentially expressed genes,biology,bioinformatics,computational biology
Automated big security text pruning and classification,computer science,artificial intelligence,data mining
"Nonlinear control systems — an algebraic setting: G. Conte, C.H. Moog and A.M. Perdon; Springer, London, 1999, ISBN 1-85233-151-8",NA,NA,NA
Routing of Queries in Social Information Retrieval Using Latent and Explicit Semantic Cues,computer science,data mining,information retrieval
Computing Maximum-Scoring Segments in Almost Linear Time,mathematics,discrete mathematics,combinatorics
"Online Multiclass Learning with ""Bandit"" Feedback under a Confidence-Weighted Approach",computer science,artificial intelligence,machine learning
A Spectrum-Based Saliency Detection Algorithm for Millimeter-Wave InSAR Imaging with Sparse Sensing,computer science,artificial intelligence,computer vision
Optimal bidding algorithms against cheating in multiple-object auctions,mathematics,algorithm,mathematical optimization
How elementary school students evaluate the learning strategy of collaborative projects using ICT.,NA,NA,NA
Predicting DPP-IV inhibitors with machine learning approaches,chemistry,bioinformatics,artificial intelligence
Re-ranking Person Re-identification with k-reciprocal Encoding,computer science,artificial intelligence,pattern recognition
Study of Motion Monitoring Using an Accelerometer - Unrestrained Measurement -.,NA,NA,NA
Connection tableaux with lazy paramodulation,NA,NA,NA
Extending the HKB model of coordinated movement to oscillators with different eigenfrequencies,computer science,control theory,discrete mathematics
My-Own-Voice: A Web Service That Allows You to Create a Text-to-Speech Voice From Your Own Voice.,NA,NA,NA
Simultaneous localization and mapping using monocular direct method,engineering,information retrieval,search engine
Sacrificing Overall Classification Quality to Improve Classification Accuracy of Well-Sought Classes,computer science,artificial intelligence,data mining
A low-load stream processing scheme for IoT environments,computer science,computer network,search engine
Applying Conditional Independence Maps to Improve Sepsis Prognosis,engineering,data mining,data science
Adaptive real-time software defined MIMO visible light communications using spatial multiplexing and spatial diversity,mathematics,real time computing,mimo
Fast-Forwarding to Desired Visualizations with Zenvisage.,computer science,database,data mining
SQLST: A spatio-temporal data model and query language,computer science,artificial intelligence,data mining
MobInsight: Understanding Urban Mobility with Crowd-Powered Neighborhood Characterizations,NA,NA,NA
Superimposed schematics: Introducing E-R structure for in-situ information selections,computer science,database,data mining
A comprehensive benchmark of the artificial immune recognition system (AIRS),computer science,data mining,information extraction
Energy-Aware Incentive Mechanism for Content Sharing through Device-to-Device Communications,political science,knowledge management,public relations
Causal knowledge analysis for detecting and modeling multi‐step attacks,NA,NA,NA
Property oriented test case generation,mathematics,discrete mathematics,satisfiability
Data Processing Benchmarks,NA,NA,NA
A tool for ontology-editing and ontology-based information exploration,computer science,data mining,information retrieval
How do insects use path integration for their navigation,computer science,theoretical computer science,path integral formulation
Cryptography Based on Bilinear Maps,mathematics,discrete mathematics,cryptography
A stakeholder consultation into hydro-meteorological e-science environments,computer science,knowledge management,management science
"Privacy-Preserving Crowdsensing: Privacy Valuation, Network Effect, and Profit Maximization",computer science,computer network,incentive
Conceptual integration of multiple partial geometric models,computer science,data mining,conceptual model
Random Walk in Feature-Sample Networks for Semi-supervised Classification,computer science,artificial intelligence,pattern recognition
FEXT Exploitation in Next Generation DSL Systems,computer science,real time computing,computer network
